NAME,H1_001N,zip code tabulation area
ZCTA5 26617,114,26617
ZCTA5 26619,259,26619
ZCTA5 26621,331,26621
ZCTA5 26623,532,26623
ZCTA5 26624,1333,26624
ZCTA5 26627,201,26627
ZCTA5 26629,168,26629
ZCTA5 26631,150,26631
ZCTA5 26636,187,26636
ZCTA5 26638,101,26638
ZCTA5 26651,4322,26651
ZCTA5 26656,209,26656
ZCTA5 26660,155,26660
ZCTA5 26662,293,26662
ZCTA5 26667,50,26667
ZCTA5 26671,177,26671
ZCTA5 26676,221,26676
ZCTA5 26678,559,26678
ZCTA5 26679,1011,26679
ZCTA5 26680,195,26680
ZCTA5 26681,888,26681
ZCTA5 26684,103,26684
ZCTA5 26690,249,26690
ZCTA5 26691,206,26691
ZCTA5 26704,2636,26704
ZCTA5 37860,1816,37860
ZCTA5 37861,4336,37861
ZCTA5 37862,13341,37862
ZCTA5 37863,5128,37863
ZCTA5 37865,9408,37865
ZCTA5 37866,1319,37866
ZCTA5 37869,2579,37869
ZCTA5 37870,2405,37870
ZCTA5 37871,3943,37871
ZCTA5 37872,954,37872
ZCTA5 37873,1960,37873
ZCTA5 37874,6744,37874
ZCTA5 37876,17995,37876
ZCTA5 37877,3711,37877
ZCTA5 37878,496,37878
ZCTA5 37879,5100,37879
ZCTA5 37880,2200,37880
ZCTA5 37881,1196,37881
ZCTA5 37882,2474,37882
ZCTA5 37885,2865,37885
ZCTA5 37886,2093,37886
ZCTA5 37887,2153,37887
ZCTA5 37888,1288,37888
ZCTA5 37890,3131,37890
ZCTA5 37891,1591,37891
ZCTA5 37892,891,37892
ZCTA5 37902,1794,37902
ZCTA5 37909,7657,37909
ZCTA5 37912,10964,37912
ZCTA5 37914,9494,37914
ZCTA5 37915,3103,37915
ZCTA5 37916,3665,37916
ZCTA5 37917,13093,37917
ZCTA5 37918,20014,37918
ZCTA5 37919,15588,37919
ZCTA5 37920,19945,37920
ZCTA5 37921,12453,37921
ZCTA5 37922,15511,37922
ZCTA5 37923,14003,37923
ZCTA5 37924,5613,37924
ZCTA5 37929,0,37929
ZCTA5 37931,12921,37931
ZCTA5 37932,9035,37932
ZCTA5 37934,10441,37934
ZCTA5 37938,7367,37938
ZCTA5 38001,1988,38001
ZCTA5 38002,15419,38002
ZCTA5 38004,4093,38004
ZCTA5 38006,2193,38006
ZCTA5 38007,20,38007
ZCTA5 38008,4248,38008
ZCTA5 38011,3616,38011
ZCTA5 37338,1444,37338
ZCTA5 37335,1180,37335
ZCTA5 37336,1967,37336
ZCTA5 37337,784,37337
ZCTA5 37339,791,37339
ZCTA5 96850,0,96850
ZCTA5 96825,12349,96825
ZCTA5 96826,16113,96826
ZCTA5 96848,47,96848
ZCTA5 96853,8,96853
ZCTA5 96857,27,96857
ZCTA5 96858,16,96858
ZCTA5 96859,0,96859
ZCTA5 96860,295,96860
ZCTA5 96863,25,96863
ZCTA5 97001,70,97001
ZCTA5 97002,2318,97002
ZCTA5 97003,10960,97003
ZCTA5 97004,1695,97004
ZCTA5 97005,11742,97005
ZCTA5 97006,19929,97006
ZCTA5 97007,18387,97007
ZCTA5 97008,12672,97008
ZCTA5 97009,3113,97009
ZCTA5 97011,329,97011
ZCTA5 97013,9136,97013
ZCTA5 97014,689,97014
ZCTA5 97015,8858,97015
ZCTA5 97016,2827,97016
ZCTA5 97017,1058,97017
ZCTA5 97018,834,97018
ZCTA5 97019,1249,97019
ZCTA5 97020,376,97020
ZCTA5 97021,528,97021
ZCTA5 97022,1402,97022
ZCTA5 97023,4544,97023
ZCTA5 97024,4838,97024
ZCTA5 97026,1128,97026
ZCTA5 97027,5148,97027
ZCTA5 97028,654,97028
ZCTA5 87022,351,87022
ZCTA5 87023,229,87023
ZCTA5 87024,786,87024
ZCTA5 87025,1192,87025
ZCTA5 87026,1353,87026
ZCTA5 87027,176,87027
ZCTA5 87028,88,87028
ZCTA5 87029,188,87029
ZCTA5 87031,16721,87031
ZCTA5 87032,171,87032
ZCTA5 87034,1135,87034
ZCTA5 87035,3283,87035
ZCTA5 87036,922,87036
ZCTA5 87037,458,87037
ZCTA5 87038,156,87038
ZCTA5 87040,206,87040
ZCTA5 87041,307,87041
ZCTA5 87042,1358,87042
ZCTA5 87043,2658,87043
ZCTA5 87044,182,87044
ZCTA5 87045,787,87045
ZCTA5 87046,164,87046
ZCTA5 87047,2602,87047
ZCTA5 87048,4052,87048
ZCTA5 87049,57,87049
ZCTA5 87051,421,87051
ZCTA5 87052,640,87052
ZCTA5 87053,332,87053
ZCTA5 87056,504,87056
ZCTA5 70776,1525,70776
ZCTA5 70777,1839,70777
ZCTA5 70778,1133,70778
ZCTA5 70780,411,70780
ZCTA5 70782,118,70782
ZCTA5 70783,1514,70783
ZCTA5 70785,8928,70785
ZCTA5 70786,10,70786
ZCTA5 70787,80,70787
ZCTA5 70788,1702,70788
ZCTA5 70789,235,70789
ZCTA5 70791,11453,70791
ZCTA5 70801,274,70801
ZCTA5 70802,13465,70802
ZCTA5 70803,47,70803
ZCTA5 70805,11430,70805
ZCTA5 70806,14528,70806
ZCTA5 70807,6618,70807
ZCTA5 70808,17075,70808
ZCTA5 70809,13336,70809
ZCTA5 70810,19301,70810
ZCTA5 70811,5478,70811
ZCTA5 70812,4137,70812
ZCTA5 70813,0,70813
ZCTA5 70814,5646,70814
ZCTA5 78239,11852,78239
ZCTA5 78236,506,78236
ZCTA5 78237,12579,78237
ZCTA5 78238,11371,78238
ZCTA5 78240,27624,78240
ZCTA5 78242,10809,78242
ZCTA5 78243,1,78243
ZCTA5 78244,12369,78244
ZCTA5 78245,31697,78245
ZCTA5 78247,19895,78247
ZCTA5 78248,5910,78248
ZCTA5 78249,24040,78249
ZCTA5 78250,20094,78250
ZCTA5 78251,23631,78251
ZCTA5 78252,4773,78252
ZCTA5 78253,23210,78253
ZCTA5 78254,24343,78254
ZCTA5 78255,6335,78255
ZCTA5 78256,7768,78256
ZCTA5 78257,6967,78257
ZCTA5 78258,20235,78258
ZCTA5 78259,11635,78259
ZCTA5 78260,12911,78260
ZCTA5 78261,9501,78261
ZCTA5 78263,1981,78263
ZCTA5 78264,4911,78264
ZCTA5 78266,2655,78266
ZCTA5 78330,287,78330
ZCTA5 78332,11190,78332
ZCTA5 78336,6300,78336
ZCTA5 78338,30,78338
ZCTA5 78339,240,78339
ZCTA5 78340,246,78340
ZCTA5 78341,778,78341
ZCTA5 78342,120,78342
ZCTA5 78343,1829,78343
ZCTA5 78344,160,78344
ZCTA5 78347,9,78347
ZCTA5 78349,235,78349
ZCTA5 33444,10624,33444
ZCTA5 33440,7587,33440
ZCTA5 33441,15734,33441
ZCTA5 33442,21455,33442
ZCTA5 33445,18378,33445
ZCTA5 33446,18920,33446
ZCTA5 33449,3832,33449
ZCTA5 33455,11945,33455
ZCTA5 33458,22838,33458
ZCTA5 33460,14681,33460
ZCTA5 33461,18621,33461
ZCTA5 33462,15935,33462
ZCTA5 33463,22501,33463
ZCTA5 33467,24694,33467
ZCTA5 33469,8376,33469
ZCTA5 33470,10488,33470
ZCTA5 33471,3255,33471
ZCTA5 33472,8618,33472
ZCTA5 33473,4711,33473
ZCTA5 33476,2793,33476
ZCTA5 94544,24686,94544
ZCTA5 94545,10428,94545
ZCTA5 94546,17225,94546
ZCTA5 94547,9165,94547
ZCTA5 94548,156,94548
ZCTA5 94549,11277,94549
ZCTA5 94550,18802,94550
ZCTA5 94551,14843,94551
ZCTA5 94552,5088,94552
ZCTA5 94553,20121,94553
ZCTA5 94555,11792,94555
ZCTA5 94556,5996,94556
ZCTA5 94558,27119,94558
ZCTA5 94559,11410,94559
ZCTA5 94560,15372,94560
ZCTA5 94561,13954,94561
ZCTA5 94562,4,94562
ZCTA5 94563,7237,94563
ZCTA5 94564,7107,94564
ZCTA5 94565,31128,94565
ZCTA5 94566,16841,94566
ZCTA5 94567,308,94567
ZCTA5 94568,24427,94568
ZCTA5 94569,114,94569
ZCTA5 96747,212,96747
ZCTA5 96743,6711,96743
ZCTA5 96744,19649,96744
ZCTA5 96746,7794,96746
ZCTA5 96748,1966,96748
ZCTA5 96749,7803,96749
ZCTA5 96750,1477,96750
ZCTA5 96751,72,96751
ZCTA5 96752,1442,96752
ZCTA5 96753,17438,96753
ZCTA5 96754,1722,96754
ZCTA5 96755,1334,96755
ZCTA5 96756,3294,96756
ZCTA5 96757,303,96757
ZCTA5 96759,121,96759
ZCTA5 96760,1727,96760
ZCTA5 96761,12410,96761
ZCTA5 96762,1292,96762
ZCTA5 96763,1531,96763
ZCTA5 96764,280,96764
ZCTA5 96765,285,96765
ZCTA5 96766,5860,96766
ZCTA5 96768,6851,96768
ZCTA5 96769,120,96769
ZCTA5 96770,688,96770
ZCTA5 96771,3508,96771
ZCTA5 94521,16440,94521
ZCTA5 94523,14727,94523
ZCTA5 94525,1688,94525
ZCTA5 94526,12490,94526
ZCTA5 94528,408,94528
ZCTA5 94530,11169,94530
ZCTA5 94531,13396,94531
ZCTA5 94533,25945,94533
ZCTA5 94534,15096,94534
ZCTA5 94535,1155,94535
ZCTA5 94536,25564,94536
ZCTA5 94538,22698,94538
ZCTA5 94539,17379,94539
ZCTA5 94541,23479,94541
ZCTA5 94542,5201,94542
ZCTA5 41562,1023,41562
ZCTA5 41563,213,41563
ZCTA5 41564,384,41564
ZCTA5 41567,124,41567
ZCTA5 41568,410,41568
ZCTA5 41571,256,41571
ZCTA5 41572,1693,41572
ZCTA5 41601,418,41601
ZCTA5 41602,385,41602
ZCTA5 41603,654,41603
ZCTA5 41604,278,41604
ZCTA5 41605,324,41605
ZCTA5 41606,273,41606
ZCTA5 41607,126,41607
ZCTA5 41612,64,41612
ZCTA5 41615,291,41615
ZCTA5 26711,1277,26711
ZCTA5 26705,502,26705
ZCTA5 26707,115,26707
ZCTA5 26710,939,26710
ZCTA5 26714,407,26714
ZCTA5 26716,326,26716
ZCTA5 26717,492,26717
ZCTA5 26719,1098,26719
ZCTA5 26720,89,26720
ZCTA5 26722,367,26722
ZCTA5 26726,6017,26726
ZCTA5 26731,121,26731
ZCTA5 26739,523,26739
ZCTA5 26743,727,26743
ZCTA5 26750,422,26750
ZCTA5 26753,2673,26753
ZCTA5 26755,303,26755
ZCTA5 26757,3311,26757
ZCTA5 26761,319,26761
ZCTA5 26763,887,26763
ZCTA5 26764,2357,26764
ZCTA5 26767,317,26767
ZCTA5 26801,827,26801
ZCTA5 26802,524,26802
ZCTA5 26804,293,26804
ZCTA5 26807,1353,26807
ZCTA5 26808,431,26808
ZCTA5 26810,462,26810
ZCTA5 26812,1260,26812
ZCTA5 26814,236,26814
ZCTA5 26815,427,26815
ZCTA5 26817,204,26817
ZCTA5 26818,407,26818
ZCTA5 26823,88,26823
ZCTA5 26833,1067,26833
ZCTA5 26836,3233,26836
ZCTA5 26838,33,26838
ZCTA5 26845,433,26845
ZCTA5 26847,2993,26847
ZCTA5 26851,1204,26851
ZCTA5 26852,477,26852
ZCTA5 26855,369,26855
ZCTA5 26865,283,26865
ZCTA5 26866,493,26866
ZCTA5 26884,159,26884
ZCTA5 26886,118,26886
ZCTA5 27006,6684,27006
ZCTA5 27007,930,27007
ZCTA5 27009,1224,27009
ZCTA5 27011,2442,27011
ZCTA5 27012,12339,27012
ZCTA5 27013,2663,27013
ZCTA5 27014,377,27014
ZCTA5 27016,833,27016
ZCTA5 27017,3880,27017
ZCTA5 27018,3470,27018
ZCTA5 27019,1837,27019
ZCTA5 30625,1295,30625
ZCTA5 30622,4047,30622
ZCTA5 30623,48,30623
ZCTA5 30624,1244,30624
ZCTA5 30627,1063,30627
ZCTA5 30628,2809,30628
ZCTA5 30629,1999,30629
ZCTA5 37347,3733,37347
ZCTA5 37348,577,37348
ZCTA5 37350,829,37350
ZCTA5 37351,208,37351
ZCTA5 37352,1576,37352
ZCTA5 37353,2072,37353
ZCTA5 37354,7685,37354
ZCTA5 37355,11926,37355
ZCTA5 37356,1383,37356
ZCTA5 37357,2559,37357
ZCTA5 37359,377,37359
ZCTA5 37360,732,37360
ZCTA5 37361,762,37361
ZCTA5 37362,1624,37362
ZCTA5 37363,16448,37363
ZCTA5 37365,652,37365
ZCTA5 37366,440,37366
ZCTA5 37367,4444,37367
ZCTA5 37369,585,37369
ZCTA5 37370,2104,37370
ZCTA5 37373,1460,37373
ZCTA5 37374,770,37374
ZCTA5 37375,1376,37375
ZCTA5 37376,203,37376
ZCTA5 37377,6816,37377
ZCTA5 37379,11896,37379
ZCTA5 37380,2942,37380
ZCTA5 37381,4965,37381
ZCTA5 37383,10,37383
ZCTA5 37385,4221,37385
ZCTA5 37387,1815,37387
ZCTA5 37388,11605,37388
ZCTA5 37391,926,37391
ZCTA5 37394,41,37394
ZCTA5 37396,133,37396
ZCTA5 37397,4577,37397
ZCTA5 37398,7487,37398
ZCTA5 37402,3122,37402
ZCTA5 37403,2257,37403
ZCTA5 37404,5809,37404
ZCTA5 37405,9671,37405
ZCTA5 37406,5766,37406
ZCTA5 37407,3619,37407
ZCTA5 37408,2275,37408
ZCTA5 37409,1389,37409
ZCTA5 37410,1823,37410
ZCTA5 37411,8341,37411
ZCTA5 41566,220,41566
ZCTA5 98921,150,98921
ZCTA5 98922,5135,98922
ZCTA5 98923,468,98923
ZCTA5 98925,689,98925
ZCTA5 98926,14415,98926
ZCTA5 98930,4646,98930
ZCTA5 98932,1493,98932
ZCTA5 98933,393,98933
ZCTA5 98934,494,98934
ZCTA5 98935,1165,98935
ZCTA5 98936,2294,98936
ZCTA5 98937,2240,98937
ZCTA5 98938,612,98938
ZCTA5 98939,63,98939
ZCTA5 98940,1254,98940
ZCTA5 98941,625,98941
ZCTA5 98942,6877,98942
ZCTA5 98943,271,98943
ZCTA5 98944,6693,98944
ZCTA5 98946,226,98946
ZCTA5 98947,1072,98947
ZCTA5 98948,3816,98948
ZCTA5 98950,73,98950
ZCTA5 98951,3943,98951
ZCTA5 98952,593,98952
ZCTA5 98953,2410,98953
ZCTA5 99001,2704,99001
ZCTA5 99003,2148,99003
ZCTA5 99004,9381,99004
ZCTA5 99005,3618,99005
ZCTA5 97029,167,97029
ZCTA5 97030,16131,97030
ZCTA5 97031,8179,97031
ZCTA5 97032,1685,97032
ZCTA5 97033,45,97033
ZCTA5 97034,9479,97034
ZCTA5 97035,11605,97035
ZCTA5 97037,581,97037
ZCTA5 97038,6271,97038
ZCTA5 97039,230,97039
ZCTA5 97040,719,97040
ZCTA5 97041,1331,97041
ZCTA5 97042,1181,97042
ZCTA5 97045,22040,97045
ZCTA5 97048,2943,97048
ZCTA5 97049,1818,97049
ZCTA5 97050,166,97050
ZCTA5 97051,6873,97051
ZCTA5 97053,1368,97053
ZCTA5 97054,639,97054
ZCTA5 97055,7951,97055
ZCTA5 97056,5323,97056
ZCTA5 98857,1351,98857
ZCTA5 98853,47,98853
ZCTA5 98855,3296,98855
ZCTA5 98856,1587,98856
ZCTA5 98858,679,98858
ZCTA5 98859,200,98859
ZCTA5 98860,148,98860
ZCTA5 98862,2171,98862
ZCTA5 98901,11758,98901
ZCTA5 98902,17876,98902
ZCTA5 98903,6529,98903
ZCTA5 98908,15713,98908
ZCTA5 39657,1181,39657
ZCTA5 39661,1449,39661
ZCTA5 39662,695,39662
ZCTA5 39663,1327,39663
ZCTA5 39664,1301,39664
ZCTA5 39665,475,39665
ZCTA5 39666,4687,39666
ZCTA5 39667,5753,39667
ZCTA5 39668,363,39668
ZCTA5 39669,2851,39669
ZCTA5 39701,6290,39701
ZCTA5 39702,9622,39702
ZCTA5 39705,6788,39705
ZCTA5 39730,5245,39730
ZCTA5 39735,1964,39735
ZCTA5 39736,145,39736
ZCTA5 39737,165,39737
ZCTA5 39739,1234,39739
ZCTA5 39740,2362,39740
ZCTA5 39741,700,39741
ZCTA5 39743,832,39743
ZCTA5 39744,2852,39744
ZCTA5 39745,397,39745
ZCTA5 39746,1395,39746
ZCTA5 78351,205,78351
ZCTA5 78352,99,78352
ZCTA5 78353,241,78353
ZCTA5 78355,2966,78355
ZCTA5 78357,1290,78357
ZCTA5 78358,860,78358
ZCTA5 78359,737,78359
ZCTA5 78360,31,78360
ZCTA5 78361,2225,78361
ZCTA5 78362,4394,78362
ZCTA5 78363,12961,78363
ZCTA5 78368,4193,78368
ZCTA5 78369,135,78369
ZCTA5 78370,1892,78370
ZCTA5 78371,106,78371
ZCTA5 78372,2420,78372
ZCTA5 78373,5151,78373
ZCTA5 78374,8468,78374
ZCTA5 98028,9589,98028
ZCTA5 98025,15,98025
ZCTA5 98026,15899,98026
ZCTA5 98027,12412,98027
ZCTA5 98029,12386,98029
ZCTA5 98030,13679,98030
ZCTA5 98031,14509,98031
ZCTA5 98032,15477,98032
ZCTA5 98033,18594,98033
ZCTA5 98034,21820,98034
ZCTA5 98036,16794,98036
ZCTA5 98037,11470,98037
ZCTA5 98038,12960,98038
ZCTA5 98039,1131,98039
ZCTA5 98040,10570,98040
ZCTA5 98042,17262,98042
ZCTA5 98043,9210,98043
ZCTA5 98045,6142,98045
ZCTA5 98047,2390,98047
ZCTA5 98050,85,98050
ZCTA5 98051,1451,98051
ZCTA5 98052,32995,98052
ZCTA5 98053,8464,98053
ZCTA5 98055,10225,98055
ZCTA5 98056,14924,98056
ZCTA5 98057,6900,98057
ZCTA5 98058,16350,98058
ZCTA5 98059,15109,98059
ZCTA5 98065,5479,98065
ZCTA5 98068,754,98068
ZCTA5 98070,5636,98070
ZCTA5 98072,10094,98072
ZCTA5 98074,10218,98074
ZCTA5 98075,8480,98075
ZCTA5 98077,4716,98077
ZCTA5 98087,16088,98087
ZCTA5 98092,17375,98092
ZCTA5 98101,11888,98101
ZCTA5 98102,16957,98102
ZCTA5 98103,26649,98103
ZCTA5 98104,10511,98104
ZCTA5 98105,20416,98105
ZCTA5 98106,11174,98106
ZCTA5 98107,16196,98107
ZCTA5 98108,9014,98108
ZCTA5 98109,22217,98109
ZCTA5 98110,11251,98110
ZCTA5 33477,10673,33477
ZCTA5 33478,5604,33478
ZCTA5 33480,11110,33480
ZCTA5 33483,9910,33483
ZCTA5 33484,18373,33484
ZCTA5 33486,9530,33486
ZCTA5 33487,13180,33487
ZCTA5 33493,1115,33493
ZCTA5 33496,12420,33496
ZCTA5 33498,5830,33498
ZCTA5 33503,38,33503
ZCTA5 33510,11766,33510
ZCTA5 33511,23374,33511
ZCTA5 33513,5418,33513
ZCTA5 33514,742,33514
ZCTA5 33521,252,33521
ZCTA5 33523,7797,33523
ZCTA5 33525,8847,33525
ZCTA5 33527,6013,33527
ZCTA5 33530,28,33530
ZCTA5 33534,6436,33534
ZCTA5 33538,2954,33538
ZCTA5 33540,5274,33540
ZCTA5 33541,13047,33541
ZCTA5 33542,13427,33542
ZCTA5 33543,13259,33543
ZCTA5 33544,10231,33544
ZCTA5 33545,7432,33545
ZCTA5 33547,9910,33547
ZCTA5 33548,3101,33548
ZCTA5 33549,7367,33549
ZCTA5 33550,2,33550
ZCTA5 33556,12069,33556
ZCTA5 33558,11126,33558
ZCTA5 33559,6664,33559
ZCTA5 33563,10455,33563
ZCTA5 33565,7199,33565
ZCTA5 39656,411,39656
ZCTA5 39652,3780,39652
ZCTA5 39653,1576,39653
ZCTA5 39654,2573,39654
ZCTA5 96772,1218,96772
ZCTA5 96773,180,96773
ZCTA5 96774,130,96774
ZCTA5 96776,691,96776
ZCTA5 96777,550,96777
ZCTA5 96778,6760,96778
ZCTA5 96779,1315,96779
ZCTA5 96780,199,96780
ZCTA5 96781,696,96781
ZCTA5 96782,12880,96782
ZCTA5 96783,831,96783
ZCTA5 96785,2361,96785
ZCTA5 96786,13406,96786
ZCTA5 96789,19244,96789
ZCTA5 96790,3775,96790
ZCTA5 96791,2897,96791
ZCTA5 96792,14790,96792
ZCTA5 96793,11281,96793
ZCTA5 96795,2821,96795
ZCTA5 96796,762,96796
ZCTA5 96797,21725,96797
ZCTA5 96813,13717,96813
ZCTA5 96814,15077,96814
ZCTA5 96815,22946,96815
ZCTA5 96816,20363,96816
ZCTA5 96817,21850,96817
ZCTA5 96818,17951,96818
ZCTA5 96819,14143,96819
ZCTA5 96820,1,96820
ZCTA5 96821,7543,96821
ZCTA5 96822,19738,96822
ZCTA5 41616,286,41616
ZCTA5 41619,233,41619
ZCTA5 41621,133,41621
ZCTA5 41622,137,41622
ZCTA5 41630,524,41630
ZCTA5 41631,420,41631
ZCTA5 41632,199,41632
ZCTA5 41635,1395,41635
ZCTA5 41636,362,41636
ZCTA5 41640,573,41640
ZCTA5 41642,321,41642
ZCTA5 41643,51,41643
ZCTA5 41645,525,41645
ZCTA5 41647,552,41647
ZCTA5 41649,1125,41649
ZCTA5 41650,321,41650
ZCTA5 41651,170,41651
ZCTA5 41653,5271,41653
ZCTA5 41655,397,41655
ZCTA5 41659,285,41659
ZCTA5 41660,343,41660
ZCTA5 41663,153,41663
ZCTA5 41666,393,41666
ZCTA5 41667,198,41667
ZCTA5 41669,329,41669
ZCTA5 41701,7693,41701
ZCTA5 41712,100,41712
ZCTA5 41713,17,41713
ZCTA5 41714,184,41714
ZCTA5 41719,523,41719
ZCTA5 41721,358,41721
ZCTA5 41722,652,41722
ZCTA5 41723,589,41723
ZCTA5 41725,143,41725
ZCTA5 41727,437,41727
ZCTA5 41729,100,41729
ZCTA5 41731,557,41731
ZCTA5 41735,136,41735
ZCTA5 41739,101,41739
ZCTA5 41740,386,41740
ZCTA5 49420,2806,49420
ZCTA5 49417,14764,49417
ZCTA5 49418,12333,49418
ZCTA5 49419,3044,49419
ZCTA5 49421,2938,49421
ZCTA5 49423,18865,49423
ZCTA5 49424,19273,49424
ZCTA5 49425,1486,49425
ZCTA5 49426,13911,49426
ZCTA5 49428,10233,49428
ZCTA5 49430,65,49430
ZCTA5 49431,10004,49431
ZCTA5 30630,1003,30630
ZCTA5 30631,897,30631
ZCTA5 30633,3577,30633
ZCTA5 30634,978,30634
ZCTA5 30635,7406,30635
ZCTA5 30639,3,30639
ZCTA5 30641,800,30641
ZCTA5 30642,7737,30642
ZCTA5 30643,8504,30643
ZCTA5 30646,3067,30646
ZCTA5 30648,1173,30648
ZCTA5 30650,5609,30650
ZCTA5 30655,10768,30655
ZCTA5 30656,6488,30656
ZCTA5 30660,551,30660
ZCTA5 30662,3899,30662
ZCTA5 30663,1290,30663
ZCTA5 30664,11,30664
ZCTA5 30665,41,30665
ZCTA5 30666,3966,30666
ZCTA5 30667,383,30667
ZCTA5 30668,1325,30668
ZCTA5 30669,1489,30669
ZCTA5 30673,3775,30673
ZCTA5 30677,7759,30677
ZCTA5 30678,713,30678
ZCTA5 30680,16782,30680
ZCTA5 30683,3057,30683
ZCTA5 30701,16215,30701
ZCTA5 30705,13215,30705
ZCTA5 30707,6704,30707
ZCTA5 30708,167,30708
ZCTA5 30710,2676,30710
ZCTA5 30711,1487,30711
ZCTA5 30720,10864,30720
ZCTA5 30721,19387,30721
ZCTA5 30724,20,30724
ZCTA5 30725,1959,30725
ZCTA5 30726,17,30726
ZCTA5 30728,8143,30728
ZCTA5 30730,812,30730
ZCTA5 30731,1363,30731
ZCTA5 30733,850,30733
ZCTA5 30734,1647,30734
ZCTA5 30735,2460,30735
ZCTA5 30736,17075,30736
ZCTA5 30738,2035,30738
ZCTA5 30739,2259,30739
ZCTA5 30740,3393,30740
ZCTA5 30741,13696,30741
ZCTA5 48187,20759,48187
ZCTA5 48184,7821,48184
ZCTA5 48185,24595,48185
ZCTA5 48186,15038,48186
ZCTA5 48188,17350,48188
ZCTA5 48189,6171,48189
ZCTA5 48190,73,48190
ZCTA5 48191,1620,48191
ZCTA5 48192,11872,48192
ZCTA5 48193,6949,48193
ZCTA5 48195,14053,48195
ZCTA5 48197,28303,48197
ZCTA5 48198,17733,48198
ZCTA5 48201,10004,48201
ZCTA5 49434,135,49434
ZCTA5 49435,1340,49435
ZCTA5 49436,2186,49436
ZCTA5 49437,3518,49437
ZCTA5 49440,903,49440
ZCTA5 49441,17239,49441
ZCTA5 49442,17421,49442
ZCTA5 49443,0,49443
ZCTA5 49444,11238,49444
ZCTA5 49445,8774,49445
ZCTA5 49446,1111,49446
ZCTA5 49448,1571,49448
ZCTA5 99006,5448,99006
ZCTA5 99008,293,99008
ZCTA5 99009,1732,99009
ZCTA5 99011,686,99011
ZCTA5 99012,392,99012
ZCTA5 99013,716,99013
ZCTA5 99014,38,99014
ZCTA5 99016,7058,99016
ZCTA5 99017,87,99017
ZCTA5 99018,137,99018
ZCTA5 99019,5316,99019
ZCTA5 99020,22,99020
ZCTA5 99021,3786,99021
ZCTA5 99022,3459,99022
ZCTA5 99023,233,99023
ZCTA5 39776,739,39776
ZCTA5 39813,827,39813
ZCTA5 39815,766,39815
ZCTA5 39817,4776,39817
ZCTA5 39819,5567,39819
ZCTA5 39823,3878,39823
ZCTA5 39824,166,39824
ZCTA5 39825,724,39825
ZCTA5 39826,256,39826
ZCTA5 39827,1845,39827
ZCTA5 39828,6812,39828
ZCTA5 39832,24,39832
ZCTA5 39834,1008,39834
ZCTA5 39836,275,39836
ZCTA5 44473,1883,44473
ZCTA5 44460,11635,44460
ZCTA5 44470,1553,44470
ZCTA5 44471,4965,44471
ZCTA5 44481,4804,44481
ZCTA5 44483,12036,44483
ZCTA5 44484,10559,44484
ZCTA5 44485,7592,44485
ZCTA5 44490,343,44490
ZCTA5 44491,1293,44491
ZCTA5 44493,84,44493
ZCTA5 44502,4209,44502
ZCTA5 44503,579,44503
ZCTA5 44504,2288,44504
ZCTA5 44505,7926,44505
ZCTA5 44506,1071,44506
ZCTA5 44507,2232,44507
ZCTA5 44509,5429,44509
ZCTA5 44510,1059,44510
ZCTA5 44511,9194,44511
ZCTA5 44512,16362,44512
ZCTA5 44514,10365,44514
ZCTA5 44515,13747,44515
ZCTA5 44555,3,44555
ZCTA5 44601,14880,44601
ZCTA5 44606,2396,44606
ZCTA5 44607,43,44607
ZCTA5 44608,1097,44608
ZCTA5 44609,1601,44609
ZCTA5 44610,170,44610
ZCTA5 44611,784,44611
ZCTA5 44612,2293,44612
ZCTA5 44613,842,44613
ZCTA5 44614,5319,44614
ZCTA5 44615,5278,44615
ZCTA5 39747,941,39747
ZCTA5 39750,1509,39750
ZCTA5 39751,645,39751
ZCTA5 39752,1226,39752
ZCTA5 39753,4,39753
ZCTA5 39755,558,39755
ZCTA5 39756,940,39756
ZCTA5 39759,23528,39759
ZCTA5 39762,15,39762
ZCTA5 39766,1241,39766
ZCTA5 39767,521,39767
ZCTA5 39769,1015,39769
ZCTA5 39771,68,39771
ZCTA5 39772,910,39772
ZCTA5 39773,7076,39773
ZCTA5 98112,11454,98112
ZCTA5 98115,24723,98115
ZCTA5 98116,14383,98116
ZCTA5 98117,15507,98117
ZCTA5 98118,18570,98118
ZCTA5 98119,13813,98119
ZCTA5 98121,15780,98121
ZCTA5 98122,24007,98122
ZCTA5 98125,20501,98125
ZCTA5 98126,10995,98126
ZCTA5 49449,2689,49449
ZCTA5 49450,1433,49450
ZCTA5 49451,2314,49451
ZCTA5 49452,871,49452
ZCTA5 49453,2038,49453
ZCTA5 49454,2070,49454
ZCTA5 49455,2716,49455
ZCTA5 49456,9180,49456
ZCTA5 49457,4460,49457
ZCTA5 49458,70,49458
ZCTA5 49459,921,49459
ZCTA5 49460,3613,49460
ZCTA5 49461,4273,49461
ZCTA5 49464,10420,49464
ZCTA5 49503,19177,49503
ZCTA5 49504,18359,49504
ZCTA5 49505,14234,49505
ZCTA5 49506,13123,49506
ZCTA5 49507,13522,49507
ZCTA5 49508,16432,49508
ZCTA5 49509,10609,49509
ZCTA5 49512,8190,49512
ZCTA5 49519,11912,49519
ZCTA5 49525,12470,49525
ZCTA5 49534,9953,49534
ZCTA5 49544,4054,49544
ZCTA5 49546,14151,49546
ZCTA5 49548,13327,49548
