ZIP,City,County,Population
89314,Duckwater,Nye County,103
89026,Jean,Clark County,97
89446,Winnemucca,Humboldt County,80
89830,Montello,Elko County,80
89496,Fallon,Churchill County,66
89404,Denio,Humboldt County,36
89017,Hiko,Lincoln County,23
89420,Luning,Mineral County,21
89831,Mountain City,Elko County,16
89022,Manhattan,Nye County,0
89405,Empire,Washoe County,0
89437,Sparks,Storey County,0
89438,Valmy,Humboldt County,0
89450,Incline Village,Washoe County,0
89826,Jarbidge,Elko County,0
